datetime,energy usage (kWh),outside temp (C),demand response
2024-01-02 19:00:00,26.14146995544434,25.33301176563386,25.5
2024-01-02 20:00:00,27.742431640625,24.9735174486714,25.0
2024-01-02 21:00:00,27.69779014587402,24.90283767638668,25.0
2024-01-02 22:00:00,24.71942329406738,24.9434421600834,25.0
2024-01-02 23:00:00,23.9151725769043,24.98207635264243,25.0
2024-01-03 00:00:00,25.94902992248535,25.05693491043583,25.0
2024-01-03 01:00:00,25.23448944091797,25.24419543050951,25.0
2024-01-03 02:00:00,23.55805397033691,25.41649089321013,25.5
2024-01-03 03:00:00,25.44429779052734,25.51552700227307,25.5
2024-01-03 04:00:00,32.9128303527832,25.62948429969049,25.5
2024-01-03 05:00:00,35.78961181640625,25.79063130963233,26.0
2024-01-03 06:00:00,33.83452224731445,26.06162252733784,25.0
2024-01-03 07:00:00,36.58939361572266,26.03887824089296,25.0
2024-01-03 08:00:00,42.63636779785156,26.17760246030746,25.0
2024-01-03 09:00:00,46.91903686523438,26.39105659915555,25.0
2024-01-03 10:00:00,43.76702499389648,26.62473435555735,25.0
2024-01-03 11:00:00,41.99953079223633,26.48345788832634,25.0
2024-01-03 12:00:00,41.83159255981445,26.58869288044591,25.0
2024-01-03 13:00:00,39.38694381713867,26.57233058252642,25.0
2024-01-03 14:00:00,33.06037521362305,26.53476619720459,25.0
2024-01-03 15:00:00,31.38739585876465,26.27576435765912,25.0
2024-01-03 16:00:00,30.45241737365723,25.95993306559901,26.0
2024-01-03 17:00:00,29.87116432189941,25.88656583909065,26.0
2024-01-03 18:00:00,25.82264709472656,25.66741614187917,25.5
2024-01-03 19:00:00,25.42663383483887,25.62674468563449,25.5
2024-01-03 20:00:00,26.96452522277832,25.55130417116227,25.5
2024-01-03 21:00:00,26.82922744750977,25.57348748176329,25.5
2024-01-03 22:00:00,24.41800689697266,25.46295938184184,25.5
2024-01-03 23:00:00,28.1640796661377,25.36472605120751,25.5
2024-01-04 00:00:00,33.35383605957031,25.37099444481634,25.5
2024-01-04 01:00:00,34.99685287475586,25.3484847622533,25.5
2024-01-04 02:00:00,33.04428482055664,25.42482342258576,25.5
2024-01-04 03:00:00,36.59270095825195,25.53220227456862,25.5
2024-01-04 04:00:00,44.78843688964844,25.61990491805538,25.5
2024-01-04 05:00:00,51.17021942138672,25.89300184865152,26.0
2024-01-04 06:00:00,48.86098861694336,26.14028472285117,25.0
2024-01-04 07:00:00,48.52904891967773,26.29592712463871,25.0
2024-01-04 08:00:00,57.04631042480469,26.57246300481981,25.0
2024-01-04 09:00:00,56.93685531616211,26.78058419689055,25.0
2024-01-04 10:00:00,54.55169296264648,26.82407640641735,25.0
2024-01-04 11:00:00,55.29122924804688,26.77706301596857,25.0
2024-01-04 12:00:00,58.30776977539062,26.70236827481177,25.0
2024-01-04 13:00:00,58.60515213012695,26.68549671480732,25.0
2024-01-04 14:00:00,53.56452941894531,26.92579297096498,25.0
2024-01-04 15:00:00,49.70629119873047,26.71365087263046,25.0
2024-01-04 16:00:00,49.57097625732422,26.333892883793,25.0
2024-01-04 17:00:00,46.91627502441406,26.20602507745066,25.0
2024-01-04 18:00:00,40.49186325073242,26.05118926878898,25.0
2024-01-04 19:00:00,37.91524887084961,25.79308579044957,26.0
2024-01-04 20:00:00,41.55253982543945,25.4966541413338,25.5
2024-01-04 21:00:00,41.31123733520508,25.49754953384399,25.5
2024-01-04 22:00:00,35.5137825012207,25.46588457784345,25.5
2024-01-04 23:00:00,33.59135818481445,25.23829295558314,25.0
2024-01-05 00:00:00,39.68782043457031,25.29092899445564,25.5
2024-01-05 01:00:00,42.26746368408203,25.47354321325979,25.5
2024-01-05 02:00:00,40.98114395141602,25.70105832622897,25.5
2024-01-05 03:00:00,42.30561065673828,25.80488569505753,26.0
2024-01-05 04:00:00,49.13280487060547,25.99547835319273,26.0
2024-01-05 05:00:00,54.62715148925781,26.44737205197734,25.0
2024-01-05 06:00:00,53.68644332885742,26.81225822817895,25.0
2024-01-05 07:00:00,54.65072631835938,26.86205613228583,25.0
2024-01-05 08:00:00,62.6278190612793,26.74466539198352,25.0
2024-01-05 09:00:00,65.74398803710938,27.16853060260896,25.0
2024-01-05 10:00:00,62.74326705932617,27.40216830468947,25.0
2024-01-05 11:00:00,60.84751129150391,27.38380710540279,25.0
2024-01-05 12:00:00,65.85879516601562,27.14487629552041,25.0
2024-01-05 13:00:00,65.95420837402344,27.25310963969077,25.0
2024-01-05 14:00:00,57.35060119628906,27.25586660446659,25.0
2024-01-05 15:00:00,53.50704574584961,27.16496702932542,25.0
2024-01-05 16:00:00,51.82474517822266,27.11574492915984,25.0
2024-01-05 17:00:00,49.62704849243164,27.04405616944836,25.0
2024-01-05 18:00:00,44.56792068481445,26.95626175788141,25.0
2024-01-05 19:00:00,39.46016693115234,26.98276521313575,25.0
2024-01-05 20:00:00,41.09632873535156,26.62391748735982,25.0
2024-01-05 21:00:00,39.83934020996094,26.699577131579,25.0
2024-01-05 22:00:00,37.0369987487793,26.70735233060775,25.0
2024-01-05 23:00:00,36.08478546142578,26.45580822421658,25.0
2024-01-06 00:00:00,41.13415145874023,26.36767621194163,25.0
2024-01-06 01:00:00,45.27337646484375,26.48984464522331,25.0
2024-01-06 02:00:00,44.36608505249023,26.53742811756749,25.0
2024-01-06 03:00:00,49.60138320922852,26.68230162897418,25.0
2024-01-06 04:00:00,62.70097732543945,27.18612098693848,25.0
2024-01-06 05:00:00,74.03685760498047,27.52839554509809,25.0
2024-01-06 06:00:00,70.21324920654297,27.83615472239833,25.0
2024-01-06 07:00:00,77.15376281738281,27.82669893387825,25.0
2024-01-06 08:00:00,85.40838623046875,27.87756686056814,25.0
2024-01-06 09:00:00,87.02439880371094,27.93627971218478,25.0
2024-01-06 10:00:00,83.8164291381836,28.08731586702408,25.0
2024-01-06 11:00:00,84.8377685546875,28.1345522019171,25.0
2024-01-06 12:00:00,85.66553497314453,27.97207173993511,25.0
2024-01-06 13:00:00,84.591552734375,27.88567922961327,25.0
2024-01-06 14:00:00,74.65583801269531,27.77735793206,25.0
2024-01-06 15:00:00,65.71025848388672,27.43658996397449,25.0
2024-01-06 16:00:00,67.6876449584961,26.95378555790071,25.0
2024-01-06 17:00:00,61.66666793823242,26.66513207650954,25.0
2024-01-06 18:00:00,52.48126602172852,26.5803436463879,25.0
2024-01-06 19:00:00,46.80907821655273,26.37232523579751,25.0
2024-01-06 20:00:00,46.44636535644531,26.26789302210654,25.0
2024-01-06 21:00:00,44.8502311706543,26.17683895172611,25.0
2024-01-06 22:00:00,41.78208160400391,26.18466564916795,25.0
2024-01-06 23:00:00,38.56919860839844,26.2087162540805,25.0
2024-01-07 00:00:00,39.3336067199707,26.18323110765026,25.0
2024-01-07 01:00:00,39.64965057373047,26.23974669364191,25.0
2024-01-07 02:00:00,38.09539794921875,26.48470832455543,25.0
2024-01-07 03:00:00,40.26714706420898,26.57923927614766,25.0
2024-01-07 04:00:00,51.56741714477539,26.79989937813051,25.0
2024-01-07 05:00:00,57.47807312011719,26.99056833021102,25.0
2024-01-07 06:00:00,62.08201599121094,27.25866991473782,25.0
2024-01-07 07:00:00,63.00756072998047,27.50339694176951,25.0
2024-01-07 08:00:00,74.04029846191406,27.45417102690666,25.0
2024-01-07 09:00:00,81.84526062011719,27.51846287327428,25.0
2024-01-07 10:00:00,76.80217742919922,27.79134808817217,25.0
2024-01-07 11:00:00,73.21533966064453,27.85088491439819,25.0
2024-01-07 12:00:00,74.0678939819336,27.61743200978925,25.0
2024-01-07 13:00:00,76.95198822021484,27.59775664729457,25.0
2024-01-07 14:00:00,69.6556396484375,27.35929123047859,25.0
2024-01-07 15:00:00,67.73309326171875,27.43210701788625,25.0
2024-01-07 16:00:00,65.64295196533203,27.19659226940524,25.0
2024-01-07 17:00:00,58.64476013183594,27.11183626421036,25.0
2024-01-07 18:00:00,48.47672271728516,26.98302241294615,25.0
2024-01-07 19:00:00,43.89116287231445,26.57705936124248,25.0
2024-01-07 20:00:00,48.16172790527344,26.25037525546166,25.0
2024-01-07 21:00:00,45.916015625,26.38678395363592,25.0
2024-01-07 22:00:00,38.95192718505859,26.25519872480823,25.0
2024-01-07 23:00:00,42.16110610961914,26.21626486316804,25.0
2024-01-08 00:00:00,49.0221061706543,26.21829512811476,25.0
2024-01-08 01:00:00,56.198486328125,26.4731749719189,25.0
2024-01-08 02:00:00,52.54380035400391,26.66565209050332,25.0
2024-01-08 03:00:00,59.26670074462891,26.81945008616294,25.0
2024-01-08 04:00:00,72.10213470458984,26.98854120316044,25.0
2024-01-08 05:00:00,77.28777313232422,27.30222651266283,25.0
2024-01-08 06:00:00,78.4626235961914,27.72376475795623,25.0
2024-01-08 07:00:00,94.46196746826172,28.03904270356701,25.0
2024-01-08 08:00:00,109.7548599243164,28.03471196082331,25.0
2024-01-08 09:00:00,106.2591018676758,28.38462735760596,25.0
2024-01-08 10:00:00,99.58583068847656,28.79158964464741,25.0
2024-01-08 11:00:00,105.8892974853516,28.8181484130121,25.0
2024-01-08 12:00:00,107.5405349731445,28.65803115598617,25.0
2024-01-08 13:00:00,107.3970947265625,28.57552391482938,25.0
2024-01-08 14:00:00,95.6409683227539,28.62231583749094,25.0
2024-01-08 15:00:00,88.20628356933594,28.58865960951774,25.0
2024-01-08 16:00:00,89.91793060302734,28.23136637287755,25.0
2024-01-08 17:00:00,81.2678451538086,28.26031504907916,25.0
2024-01-08 18:00:00,64.62349700927734,28.07405757904053,25.0
2024-01-08 19:00:00,61.35161972045898,27.85979260167768,25.0
2024-01-08 20:00:00,67.28004455566406,27.34249188823085,25.0
2024-01-08 21:00:00,64.79220581054688,27.24737135056526,25.0
2024-01-08 22:00:00,58.06205749511719,27.26159720267019,25.0
2024-01-08 23:00:00,57.02593994140625,27.12790626095187,25.0
2024-01-09 00:00:00,62.84322357177734,27.25425750978531,25.0
2024-01-09 01:00:00,63.33650970458984,27.29638787238829,25.0
2024-01-09 02:00:00,59.30850219726562,27.54629907300395,25.0
2024-01-09 03:00:00,63.44258880615234,27.69948480975243,25.0
2024-01-09 04:00:00,77.4203872680664,28.0713385305097,25.0
2024-01-09 05:00:00,84.42716979980469,28.48592639738514,25.0
2024-01-09 06:00:00,81.41083526611328,29.05011333957795,25.0
2024-01-09 07:00:00,86.48977661132812,29.151039631136,25.0
2024-01-09 08:00:00,93.91868591308594,29.17205182967647,25.0
2024-01-09 09:00:00,100.1974563598633,29.24663763661538,25.0
2024-01-09 10:00:00,94.80522918701172,29.69194716791953,25.5
2024-01-09 11:00:00,94.1192626953125,29.76680000366703,25.5
2024-01-09 12:00:00,90.5923080444336,29.51157089971727,25.0
2024-01-09 13:00:00,92.60261535644531,29.61123071178313,25.0
2024-01-09 14:00:00,72.17424774169922,29.78839754289196,25.0
2024-01-09 15:00:00,65.70886993408203,29.8790165224383,25.0
2024-01-09 16:00:00,66.64710998535156,30.00232364285377,25.0
2024-01-09 17:00:00,61.55696487426758,29.76081600496846,25.0
2024-01-09 18:00:00,57.55542755126953,29.48362950355776,25.0
2024-01-09 19:00:00,52.7642707824707,29.08725278608261,25.0
2024-01-09 20:00:00,58.87292861938477,28.89052969409573,25.0
2024-01-09 21:00:00,56.58221435546875,28.91554732476511,25.0
2024-01-09 22:00:00,49.22428894042969,29.05629524107902,25.0
2024-01-09 23:00:00,53.25656890869141,29.05842468815465,25.0
2024-01-10 00:00:00,59.14546966552734,28.97527276315997,25.0
2024-01-10 01:00:00,60.19786834716797,29.34097337722778,25.0
2024-01-10 02:00:00,58.7891845703125,29.91375864705732,25.0
2024-01-10 03:00:00,61.59873580932617,30.12058474940638,25.0
2024-01-10 04:00:00,76.23003387451172,30.43204418305428,25.0
2024-01-10 05:00:00,81.35081481933594,30.76677708471975,25.5
2024-01-10 06:00:00,76.41201782226562,31.01957410381686,25.5
2024-01-10 07:00:00,78.84215545654297,31.2672632432753,25.5
2024-01-10 08:00:00,88.36640167236328,31.30285140006773,25.5
2024-01-10 09:00:00,88.36267852783203,31.52669486691875,25.5
2024-01-10 10:00:00,86.74030303955078,31.51134537112328,25.5
2024-01-10 11:00:00,85.74388885498047,31.53541314217352,25.5
2024-01-10 12:00:00,87.77141571044922,31.43342042738391,25.5
2024-01-10 13:00:00,86.68285369873047,31.61294855610017,25.5
2024-01-10 14:00:00,80.05955505371094,31.47439959741408,25.5
2024-01-10 15:00:00,73.2677230834961,31.31728832183346,25.5
2024-01-10 16:00:00,77.24061584472656,31.25326710362588,25.5
2024-01-10 17:00:00,71.0190200805664,30.85865659098472,25.0
2024-01-10 18:00:00,55.54812240600586,30.64579351486698,25.0
2024-01-10 19:00:00,47.50642013549805,30.2515949895305,25.0
2024-01-10 20:00:00,48.75798797607422,29.81149039729949,25.0
2024-01-10 21:00:00,45.22879028320312,29.67914795106457,25.0
2024-01-10 22:00:00,40.22734069824219,29.72531807807184,25.0
2024-01-10 23:00:00,43.23948287963867,29.65590287793067,25.0
2024-01-11 00:00:00,49.04828643798828,29.50415888140278,25.0
2024-01-11 01:00:00,50.28885269165039,29.64962939293154,25.0
2024-01-11 02:00:00,50.20119094848633,29.78373210660873,25.0
2024-01-11 03:00:00,51.8271598815918,29.73750263644803,25.0
2024-01-11 04:00:00,67.65892791748047,29.82801480447093,25.0
2024-01-11 05:00:00,72.75746154785156,30.2912648570153,25.0
2024-01-11 06:00:00,74.30781555175781,30.53103087025304,25.0
2024-01-11 07:00:00,74.72811889648438,30.67742453852008,25.0
2024-01-11 08:00:00,81.8861312866211,30.5900764465332,25.5
2024-01-11 09:00:00,87.73622131347656,30.96632088384321,25.5
2024-01-11 10:00:00,81.4811782836914,31.17927720469813,25.5
2024-01-11 11:00:00,84.90495300292969,31.33424249772102,25.5
2024-01-11 12:00:00,87.58454132080078,31.41661028708181,25.5
2024-01-11 13:00:00,86.4823989868164,31.09685176418674,25.5
2024-01-11 14:00:00,79.15909576416016,31.21222431428971,25.5
2024-01-11 15:00:00,71.53579711914062,31.20580502479307,25.5
2024-01-11 16:00:00,67.15445709228516,30.91503820111675,25.0
2024-01-11 17:00:00,56.45420074462891,30.57740400683495,25.0
2024-01-11 18:00:00,45.1299934387207,30.39535605522894,25.0
2024-01-11 19:00:00,43.4406852722168,30.14204574400379,25.0
2024-01-11 20:00:00,48.03536987304688,29.9096132709134,25.0
2024-01-11 21:00:00,47.64666366577148,29.86255219674879,25.0
2024-01-11 22:00:00,45.35219955444336,29.86962930617794,25.0
2024-01-11 23:00:00,44.92048263549805,29.78542833943521,25.0
2024-01-12 00:00:00,46.45465469360352,29.80629939417685,25.0
2024-01-12 01:00:00,49.43387222290039,29.88057239593998,25.0
2024-01-12 02:00:00,51.13436126708984,29.93547817968553,25.0
2024-01-12 03:00:00,56.09471130371094,29.74381337627288,25.0
2024-01-12 04:00:00,70.85202026367188,29.54621290391491,25.0
2024-01-12 05:00:00,69.33805084228516,30.09897482779718,25.0
2024-01-12 06:00:00,67.00389862060547,30.44619704831031,25.0
2024-01-12 07:00:00,74.22920989990234,30.23024788210469,25.0
2024-01-12 08:00:00,81.22628021240234,30.29324845344789,25.5
2024-01-12 09:00:00,85.74724578857422,30.67284982435165,25.5
2024-01-12 10:00:00,80.74749755859375,30.97798448993314,25.5
2024-01-12 11:00:00,70.70285034179688,30.976570083249,25.0
2024-01-12 12:00:00,68.14595794677734,30.95978244658439,25.0
2024-01-12 13:00:00,65.64326477050781,30.82507107334752,25.0
2024-01-12 14:00:00,60.71664810180664,30.72437535562823,25.0
2024-01-12 15:00:00,56.28349304199219,30.52779340744019,25.0
2024-01-12 16:00:00,56.82837295532227,30.30885351857831,25.0
2024-01-12 17:00:00,52.81183624267578,29.86705520076136,25.0
2024-01-12 18:00:00,46.25822448730469,29.46876731995613,25.0
2024-01-12 19:00:00,42.94448471069336,29.05280976141653,25.0
2024-01-12 20:00:00,47.08092880249023,28.78399270580661,25.0
2024-01-12 21:00:00,45.90122985839844,28.74466783769669,25.0
2024-01-12 22:00:00,39.86856079101562,28.60894175498716,25.0
2024-01-12 23:00:00,38.62438201904297,28.38894138028545,25.0
2024-01-13 00:00:00,40.52336502075195,28.32406566989037,25.0
2024-01-13 01:00:00,45.62242126464844,28.46783482643866,25.0
2024-01-13 02:00:00,43.77975463867188,28.75201917463733,25.0
2024-01-13 03:00:00,46.05918884277344,28.72568716541413,25.0
2024-01-13 04:00:00,55.56271743774414,28.77881911493117,25.0
2024-01-13 05:00:00,62.04122543334961,29.33731452880367,25.0
2024-01-13 06:00:00,66.13355255126953,29.60438233037149,25.0
2024-01-13 07:00:00,74.2236328125,29.54647225718345,25.0
2024-01-13 08:00:00,82.93668365478516,29.70158250870243,25.0
2024-01-13 09:00:00,84.3459243774414,30.0126681020183,25.0
2024-01-13 10:00:00,84.8376235961914,30.25271258815642,25.5
2024-01-13 11:00:00,84.5838851928711,30.34181331819104,25.5
2024-01-13 12:00:00,86.08866119384766,30.38954365637995,25.5
2024-01-13 13:00:00,86.95207214355469,30.10610486615089,25.5
2024-01-13 14:00:00,81.95606994628906,30.04442205736714,25.0
2024-01-13 15:00:00,76.33637237548828,30.05883864433535,25.0
2024-01-13 16:00:00,80.74518585205078,29.81037299863754,25.0
2024-01-13 17:00:00,75.6427230834961,29.54704529239285,25.0
2024-01-13 18:00:00,67.35369873046875,29.49291939889231,25.0
2024-01-13 19:00:00,60.66849899291992,29.38885911818474,25.0
2024-01-13 20:00:00,65.91520690917969,29.20550272541661,25.0
2024-01-13 21:00:00,65.59534454345703,29.05083667078326,25.0
2024-01-13 22:00:00,54.63581848144531,29.03148174285889,25.0
2024-01-13 23:00:00,57.127197265625,28.86389149388959,25.0
2024-01-14 00:00:00,63.19468307495117,28.82379987162928,25.0
2024-01-14 01:00:00,61.67742538452148,29.14693227890999,25.0
2024-01-14 02:00:00,61.95199966430664,29.4394135936614,25.0
2024-01-14 03:00:00,66.77778625488281,29.60641044186008,25.0
2024-01-14 04:00:00,77.17546844482422,29.48548919923844,25.0
2024-01-14 05:00:00,80.84249114990234,29.93196602790587,25.0
2024-01-14 06:00:00,79.2699203491211,30.58779344251079,25.5
2024-01-14 07:00:00,86.93233489990234,30.70847605120751,25.5
2024-01-14 08:00:00,104.5436859130859,30.96815478417181,25.5
2024-01-14 09:00:00,104.3095016479492,31.27404857450916,25.5
2024-01-14 10:00:00,94.6254653930664,31.3765846683133,25.5
2024-01-14 11:00:00,95.43074035644531,31.45537427163893,25.5
2024-01-14 12:00:00,100.3884429931641,31.18616048751339,25.5
2024-01-14 13:00:00,106.1640701293945,31.31383925099527,25.5
2024-01-14 14:00:00,98.4719467163086,31.21588248591269,25.5
2024-01-14 15:00:00,97.62710571289062,30.94124801697269,25.5
2024-01-14 16:00:00,93.9324722290039,30.62777230047411,25.5
2024-01-14 17:00:00,87.3048324584961,30.25247178539153,25.5
2024-01-14 18:00:00,78.86371612548828,30.08828424638318,25.0
2024-01-14 19:00:00,77.61744689941406,29.58074343589044,25.0
2024-01-14 20:00:00,83.38500213623047,29.31069041836646,25.0
2024-01-14 21:00:00,82.87577056884766,28.99819507906514,25.0
2024-01-14 22:00:00,69.12470245361328,28.86082486183412,25.0
2024-01-14 23:00:00,71.84683990478516,28.85657232038437,25.0
2024-01-15 00:00:00,77.37342071533203,28.70711714221585,25.0
2024-01-15 01:00:00,81.88389587402344,28.94699759637156,25.0
2024-01-15 02:00:00,76.65853118896484,28.91389449950188,25.0
2024-01-15 03:00:00,81.1649169921875,29.00658867436071,25.0
2024-01-15 04:00:00,99.16097259521484,29.27944337168048,25.0
2024-01-15 05:00:00,104.5775985717773,30.07437753677368,25.5
2024-01-15 06:00:00,104.717399597168,30.5803140517204,25.5
2024-01-15 07:00:00,108.439338684082,30.70285060328822,25.5
2024-01-15 08:00:00,118.4361419677734,30.97414508942635,25.5
2024-01-15 09:00:00,127.1829528808594,31.27841000403127,25.5
2024-01-15 10:00:00,121.2879333496094,31.1501798014487,25.5
2024-01-15 11:00:00,123.0381698608398,31.17067701585831,25.5
2024-01-15 12:00:00,132.6641540527344,31.28816290824644,25.5
2024-01-15 13:00:00,121.746337890625,31.41038283994121,25.5
2024-01-15 14:00:00,111.9835968017578,31.50367973696801,25.5
2024-01-15 15:00:00,108.3734970092773,31.32829606148504,25.5
2024-01-15 16:00:00,104.931999206543,30.85071206861927,25.5
2024-01-15 17:00:00,98.50030517578125,30.60398211017732,25.5
2024-01-15 18:00:00,88.85928344726562,30.40243342614943,25.5
2024-01-15 19:00:00,82.44705200195312,29.99065296111568,25.0
2024-01-15 20:00:00,92.81365203857422,29.63034802098428,25.5
2024-01-15 21:00:00,89.69332122802734,29.58766240458335,25.0
2024-01-15 22:00:00,79.23934936523438,29.55899580063358,25.0
2024-01-15 23:00:00,80.4948959350586,29.39841696523851,25.0
2024-01-16 00:00:00,93.7340316772461,29.39701400264617,25.0
2024-01-16 01:00:00,99.39260864257812,29.64772056764172,25.5
2024-01-16 02:00:00,97.4349136352539,29.86869919684625,25.5
2024-01-16 03:00:00,103.3616943359375,30.35760690319923,25.5
2024-01-16 04:00:00,125.9447708129883,30.46478548357564,25.5
2024-01-16 05:00:00,134.9055938720703,31.07598475487001,25.5
2024-01-16 06:00:00,135.3195953369141,31.56543414823471,25.5
2024-01-16 07:00:00,136.3841857910156,31.99340969516385,25.5
2024-01-16 08:00:00,152.7851104736328,32.34921116982737,25.5
2024-01-16 09:00:00,158.1604614257812,32.79828962202995,25.5
2024-01-16 10:00:00,151.4316864013672,32.98500464039464,25.5
2024-01-16 11:00:00,162.6248626708984,33.13719283380816,26.0
2024-01-16 12:00:00,187.6587219238281,33.17812919616699,26.0
2024-01-16 13:00:00,180.3220977783203,32.97713364324262,26.0
2024-01-16 14:00:00,164.4736022949219,32.97486092967372,26.0
2024-01-16 15:00:00,163.1749877929688,32.65413347367318,25.5
2024-01-16 16:00:00,152.8947906494141,32.287110851657,25.5
2024-01-16 17:00:00,145.6921691894531,31.92685931728732,25.5
2024-01-16 18:00:00,119.0902099609375,31.5934670663649,25.5
2024-01-16 19:00:00,116.7226791381836,31.02109929054014,25.5
2024-01-16 20:00:00,123.6001892089844,30.69432172467632,25.5
2024-01-16 21:00:00,124.0612258911133,30.32017706286523,25.5
2024-01-16 22:00:00,118.8742904663086,30.12570464226507,25.5
2024-01-16 23:00:00,128.0548095703125,29.94089484983875,25.5
2024-01-17 00:00:00,148.7960052490234,29.84553589359406,25.5
2024-01-17 01:00:00,161.0825805664062,30.07719948983961,25.5
2024-01-17 02:00:00,163.1565704345703,30.22519151626095,25.5
2024-01-17 03:00:00,191.7328491210938,30.42522364277993,25.5
2024-01-17 04:00:00,235.3735961914062,30.65262622217978,30.5
2024-01-17 05:00:00,255.6534271240234,31.15139492096439,31.0
2024-01-17 06:00:00,238.6765899658203,31.53795048498338,31.5
2024-01-17 07:00:00,249.8437347412109,31.55863461955901,31.5
2024-01-17 08:00:00,277.9810791015625,31.72378515428112,31.5
2024-01-17 09:00:00,286.6231384277344,32.33447707083917,32.5
2024-01-17 10:00:00,251.5718231201172,32.60116721737769,32.5
2024-01-17 11:00:00,252.6536407470703,32.37172165224629,32.5
2024-01-17 12:00:00,263.5632019042969,32.41033104927309,32.5
2024-01-17 13:00:00,262.664794921875,32.47535341016708,32.5
2024-01-17 14:00:00,238.6880645751953,32.39645868732083,32.5
2024-01-17 15:00:00,228.6477966308594,32.08798403893748,32.0
2024-01-17 16:00:00,223.4455871582031,31.53747066374748,31.5
2024-01-17 17:00:00,218.12744140625,31.12934849339147,31.0
2024-01-17 18:00:00,174.1253967285156,30.97494946756671,25.5
2024-01-17 19:00:00,167.9379425048828,30.69690465927124,25.5
2024-01-17 20:00:00,175.9609680175781,30.13708342275312,25.5
2024-01-17 21:00:00,160.2467651367188,30.35377051753382,25.5
2024-01-17 22:00:00,148.5075988769531,30.30468765381844,25.5
2024-01-17 23:00:00,165.2104187011719,30.44075875128469,25.5
2024-01-18 00:00:00,192.2281646728516,30.32055085705173,25.5
2024-01-18 01:00:00,198.2248840332031,30.5241687990004,25.5
2024-01-18 02:00:00,178.84619140625,30.88886614768736,25.5
2024-01-18 03:00:00,193.5495758056641,30.96551952054424,25.5
2024-01-18 04:00:00,231.3456726074219,31.03297565829369,31.0
2024-01-18 05:00:00,261.3355102539062,31.71749722573065,31.5
2024-01-18 06:00:00,247.7965698242188,31.93177343183948,32.0
2024-01-18 07:00:00,270.8175659179688,32.31420912281159,32.5
2024-01-18 08:00:00,348.5458984375,32.59396842218214,32.5
2024-01-18 09:00:00,351.4624633789062,33.05437271056637,33.0
2024-01-18 10:00:00,332.7565002441406,33.15756874699746,33.0
2024-01-18 11:00:00,348.2481079101562,33.06616563181723,33.0
2024-01-18 12:00:00,363.6788024902344,32.83367975296512,33.0
2024-01-18 13:00:00,339.9070739746094,32.94781252645677,33.0
2024-01-18 14:00:00,293.3635559082031,32.95768962367889,33.0
